id,title,description,link,image_link,availability,price,brand,condition,google_product_category
CPCSD008,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCSD008),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCSD008). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcsd008,https://lh3.googleusercontent.com/d/1B23YBlLRQdXntZ-rNvLTLzt17e3VWw49=w1200,in_stock,2200 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCSD009,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCSD009),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCSD009). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcsd009,https://lh3.googleusercontent.com/d/1OPK-vvTn8Z65zLzz0XajapVG7ejjzQUX=w1200,in_stock,2200 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCSD011,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCSD011),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCSD011). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcsd011,https://lh3.googleusercontent.com/d/1KyNCQsC3SbXNwS-mj2sHOY8fd0Kn1aFS=w1200,in_stock,2200 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CBMD086,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CBMD086),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CBMD086). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cbmd086,https://lh3.googleusercontent.com/d/1kBIcZnl4xrJON1iqZ6wdKQbloF4DMNtc=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPUR445,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPUR445),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPUR445). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpur445,https://lh3.googleusercontent.com/d/18ZxvESMxZ1ul9uxRFtd9QyS59CTM8fwi=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPUR446,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPUR446),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPUR446). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpur446,https://lh3.googleusercontent.com/d/12vSjWOxxs17mYPRAMDw1yAztd4DmsPZL=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPUR447,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPUR447),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPUR447). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpur447,https://lh3.googleusercontent.com/d/1ZfhCCLfnrRzosq9NSkVAhAB3wSaDwMi0=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPUR448,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPUR448),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPUR448). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpur448,https://lh3.googleusercontent.com/d/1_3CVvbyg2iz8Eg6Ti_le9JV3YqJZKg9F=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD031,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD031),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD031). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd031,https://lh3.googleusercontent.com/d/1CrHJCqQwfmUITxTqiBpmWZiqXUB35nHX=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD032,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD032),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD032). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd032,https://lh3.googleusercontent.com/d/1Z56mvaHqhX2gKA7vwgnDCQzzKDJptflj=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD033,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD033),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD033). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd033,https://lh3.googleusercontent.com/d/1XFNfLJbV7LL3A0_5jAGd5K_0FJMRmIjp=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD034,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD034),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD034). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd034,https://lh3.googleusercontent.com/d/1sI49imhG_cCoagvbozpffkx7FVua1Auq=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD036,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD036),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD036). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd036,https://lh3.googleusercontent.com/d/1QvPaZr__E3R408FWC9RYhZG2py-YkWBe=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD037,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD037),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD037). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd037,https://lh3.googleusercontent.com/d/1H5f2lni-Ri65Qu3ut_Hs8emoQW1sjZoM=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD038,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD038),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD038). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd038,https://lh3.googleusercontent.com/d/12L6ffkVC-55XZf5lD-oE9lBQThGZr1ou=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD039,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD039),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD039). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd039,https://lh3.googleusercontent.com/d/13o_qH2degoDfFNXqaD_xp0zuFEYHDvVY=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD040,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD040),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD040). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd040,https://lh3.googleusercontent.com/d/1usdpfkdrGf0c9nwoBk6DhnwlDaymE6ZM=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD041,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD041),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD041). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd041,https://lh3.googleusercontent.com/d/1944lb7uEgeNn6bzk62FBqpz6G-Kh-rF7=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD043,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD043),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD043). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd043,https://lh3.googleusercontent.com/d/1SEXCTJCipFOLfRmOjHOqqoRTQZMaR0Qm=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
CPCFD044,Hand-Painted Srikalahasti Pen Kalamkari Pure Cotton Multicoloured Duppatas Saree (CPCFD044),"Authentic 100% hand-painted Srikalahasti Pen Kalamkari pure silk saree (Code: CPCFD044). Handcrafted with bamboo pens and natural organic vegetable mineral dyes in Srikalahasti, Andhra Pradesh. Fabric: Pure Cotton Multicoloured Duppatas. Direct from Dhanalakshmi Kalamkari master workshop.",https://www.dhanalakshmikalamkari.in/?product=hand-painted-srikalahasti-pen-kalamkari-pure-cotton-multicoloured-duppatas-saree-cpcfd044,https://lh3.googleusercontent.com/d/1b9JPWGClvLquSsHvwBSYJmbUsbgPsKvC=w1200,in_stock,1500 INR,Dhanalakshmi Kalamkari,new,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Sarees
